<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.07.01	02:00:00	1806.22	1807.11	1805.00	1806.56	1209	0	9
2022.07.01	03:00:00	1806.56	1807.20	1803.47	1806.39	2581	0	0
2022.07.01	04:00:00	1806.40	1806.93	1804.49	1804.54	4551	0	0
2022.07.01	05:00:00	1804.54	1806.53	1804.02	1804.35	3820	0	0
2022.07.01	06:00:00	1804.35	1804.63	1801.31	1801.44	5295	0	0
2022.07.01	07:00:00	1801.44	1803.11	1800.90	1802.87	3160	0	0
2022.07.01	08:00:00	1802.87	1802.94	1795.11	1797.44	4830	0	0
2022.07.01	09:00:00	1797.44	1799.71	1796.11	1798.01	4896	0	0
2022.07.01	10:00:00	1798.01	1798.56	1792.38	1794.74	6436	0	0
2022.07.01	11:00:00	1794.79	1795.91	1792.54	1794.88	5813	0	0
2022.07.01	12:00:00	1794.88	1797.04	1794.01	1795.61	5128	0	0
2022.07.01	13:00:00	1795.69	1795.92	1789.47	1789.81	5793	0	0
2022.07.01	14:00:00	1789.87	1791.65	1785.20	1790.49	7207	0	0
2022.07.01	15:00:00	1790.49	1791.10	1784.43	1789.83	9066	0	0
2022.07.01	16:00:00	1789.77	1798.45	1788.34	1794.20	11159	0	0
2022.07.01	17:00:00	1794.28	1804.52	1793.39	1800.76	13143	0	0
2022.07.01	18:00:00	1800.77	1808.79	1800.62	1806.36	8942	0	0
2022.07.01	19:00:00	1806.36	1806.70	1799.05	1799.36	4755	0	0
2022.07.01	20:00:00	1799.28	1805.63	1797.91	1804.85	4398	0	0
2022.07.01	21:00:00	1804.85	1809.30	1804.52	1809.04	2644	0	0
2022.07.01	22:00:00	1809.02	1809.25	1805.13	1805.36	2705	0	0
2022.07.01	23:00:00	1805.37	1808.59	1805.37	1808.53	924	0	0
2022.07.04	01:00:00	1810.28	1810.96	1809.19	1810.06	1556	0	8
2022.07.04	02:00:00	1810.06	1810.50	1808.07	1808.13	1562	0	5
2022.07.04	03:00:00	1808.13	1811.47	1807.65	1808.20	3368	0	3
2022.07.04	04:00:00	1808.23	1808.54	1805.56	1808.10	5386	0	4
2022.07.04	05:00:00	1808.11	1814.24	1807.87	1809.57	4587	0	0
2022.07.04	06:00:00	1809.57	1813.40	1809.22	1811.46	2822	0	4
2022.07.04	07:00:00	1811.46	1812.64	1810.76	1812.40	2023	0	3
2022.07.04	08:00:00	1812.41	1813.43	1811.02	1812.68	2737	0	0
2022.07.04	09:00:00	1812.68	1812.92	1809.57	1810.75	3901	0	0
2022.07.04	10:00:00	1810.76	1812.29	1808.23	1808.83	3372	0	0
2022.07.04	11:00:00	1808.83	1809.24	1806.52	1807.35	3245	0	0
2022.07.04	12:00:00	1807.34	1808.72	1805.15	1805.81	3063	0	0
2022.07.04	13:00:00	1805.81	1806.83	1803.97	1804.01	2748	0	0
2022.07.04	14:00:00	1804.06	1807.83	1804.06	1805.25	2581	0	0
2022.07.04	15:00:00	1805.32	1809.59	1805.11	1807.67	3554	0	0
2022.07.04	16:00:00	1807.67	1809.27	1807.26	1808.75	3161	0	2
